360;20436120;Rettungsinsel Sea World L 4Pers Tasche;STK;947
360;20436121;Rettungsinsel Sea World L 6Pers Tasche;STK;988
360;20436122;Rettungsinsel Sea World L 8Pers Tasche;STK;1194
360;20435110;Rettungsinsel International 10Pers Tasche;STK;1221
360;20436123;Rettungsinsel Sea World L 4Pers Container;STK;988
360;20436124;Rettungsinsel Sea World L 6Pers Container;STK;1016
360;20436125;Rettungsinsel Sea World L 8Pers Container;STK;1125
360;20435010;Rettungsinsel International 10Pers Container;STK;1304
360;20435012;Rettungsinsel International 12Pers Container;STK;1358
361;20436126;Rettungsinsel Sea World P 4Pers Tasche;STK;1043
361;20436127;Rettungsinsel Sea World P 6Pers Tasche;STK;1125
361;20436128;Rettungsinsel Sea World P 8Pers Tasche;STK;1372
361;20435310;Rettungsinsel Internat Offshore 10Pers Tasche;STK;1304
361;20436129;Rettungsinsel Sea World P 4Pers Container;STK;1098
361;20436130;Rettungsinsel Sea World P 6Pers Container;STK;1221
361;20436131;Rettungsinsel Sea World P 8Pers Container;STK;1383
361;20435210;Rettungsinsel Internat Offshore 10Pers Container;STK;1383
361;20436132;Rettungsinsel Atlantic P 4Pers Tasche ISO 9650-1 <24h;STK;1461
361;20436133;Rettungsinsel Atlantic P 6Pers Tasche ISO 9650-1 <24h;STK;1504
361;20436134;Rettungsinsel Atlantic P 8Pers Tasche ISO 9650-1 <24h;STK;1599
361;20436110;Rettungsinsel Europe Offshore 10Pers Tasche ISO 9650-1 <24h;STK;1686
361;20436135;Rettungsinsel Atlantic P 4Pers Container ISO 9650-1 <24h;STK;1504
361;20436136;Rettungsinsel Atlantic P 6Pers Container ISO 9650-1 <24h;STK;1543
361;20436137;Rettungsinsel Atlantic P 8Pers Container ISO 9650-1 <24h;STK;1642
361;20436010;Rettungsinsel Europe Offshore 10Pers Container ISO 9650-1 <24h;STK;1754
361;20436012;Rettungsinsel Europe Offshore 12Pers Container ISO 9650-1 <24h;STK;1901
363;20213025;Korbbefestigung Universal;STK;150
363;20438500;Arimar Hydrostatic Release;STK;124
363;20413130;° Besto Dinghy orange/schwarz 50N XS;STK;24,74
363;20413140;° Besto Dinghy orange/schwarz 50N S;STK;27,76
363;20413150;° Besto Dinghy orange/schwarz 50N M;STK;28,17
363;20413160;° Besto Dinghy orange/schwarz 50N L;STK;29,13
363;20413170;° Besto Dinghy orange/schwarz 50N XL;STK;29,81
363;20413180;° Besto Dinghy orange/schwarz 50N XXL;STK;30,09
363N;20413011;Besto Dinghy pink 50N XS;STK;22,41
363N;20413012;Besto Dinghy pink 50N S;STK;23,78
363N;20413013;Besto Dinghy pink 50N M;STK;25,15
363N;20413021;Besto Dinghy aqua 50N XS;STK;22,41
363N;20413022;Besto Dinghy aqua 50N S;STK;23,78
363N;20413023;Besto Dinghy aqua 50N M;STK;25,15
363N;20413201;Besto Dinghy Zipper All schwarz/pink 50N XS;STK;28,17
363N;20413202;Besto Dinghy Zipper All schwarz/pink 50N S;STK;30,09
363N;20413203;Besto Dinghy Zipper All schwarz/pink 50N M;STK;30,77
363N;20413204;Besto Dinghy Zipper All schwarz/pink 50N L;STK;31,59
363N;20413205;Besto Dinghy Zipper All schwarz/pink 50N XL;STK;32,28
363N;20413206;Besto Dinghy Zipper All schwarz/pink 50N XXL;STK;32,28
363N;20413211;Besto Dinghy Zipper All schwarz/aqua 50N XS;STK;28,17
363N;20413212;Besto Dinghy Zipper All schwarz/aqua 50N S;STK;30,09
363N;20413213;Besto Dinghy Zipper All schwarz/aqua 50N M;STK;30,77
363N;20413214;Besto Dinghy Zipper All schwarz/aqua 50N L;STK;31,59
363N;20413215;Besto Dinghy Zipper All schwarz/aqua 50N XL;STK;32,28
363N;20413216;Besto Dinghy Zipper All schwarz/aqua 50N XXL;STK;32,28
363N;20413221;Besto Dinghy Zipper pink/schwarz 50N XS;STK;24,74
363N;20413222;Besto Dinghy Zipper pink/schwarz 50N S;STK;26,93
363N;20413223;Besto Dinghy Zipper pink/schwarz 50N M;STK;28,03
363N;20413224;Besto Dinghy Zipper pink/schwarz 50N L;STK;29,13
363N;20413225;Besto Dinghy Zipper pink/schwarz 50N XL;STK;29,81
363N;20413226;Besto Dinghy Zipper pink/schwarz 50N XXL;STK;30,09
363N;20413231;Besto Dinghy Zipper aqua/schwarz 50N XS;STK;24,74
363N;20413232;Besto Dinghy Zipper aqua/schwarz 50N S;STK;26,93
363N;20413233;Besto Dinghy Zipper aqua/schwarz 50N M;STK;28,03
363N;20413234;Besto Dinghy Zipper aqua/schwarz 50N L;STK;29,13
363N;20413235;Besto Dinghy Zipper aqua/schwarz 50N XL;STK;29,81
363N;20413236;Besto Dinghy Zipper aqua/schwarz 50N XXL;STK;30,09
363N;20413002;Besto Paddler 50N gelb Erwachsener;STK;23,24
363N;20413001;Besto Paddler 50N gelb Kind;STK;22
363;20437004;Grab Tasche 4 Personen;STK;242
363;20437006;Grab Tasche 6 Personen;STK;260
363;20437008;Grab Tasche 8 Personen;STK;297
363;20437010;Grab Tasche 10 Personen;STK;324
363;20437012;Grab Tasche 12 Personen;STK;339
363;20413031;Besto Dinghy rot 50N XS;STK;23,24
363;20413041;Besto Dinghy rot 50N S;STK;24,33
363;20413051;Besto Dinghy rot 50N M;STK;25,7
363;20413052;Besto Dinghy rot 50N L;STK;26,93
363;20413053;Besto Dinghy rot 50N XL;STK;27,21
363;20413081;Besto Dinghy rot 50N XXL;STK;28,03
363;20413030;Besto Dinghy schwarz 50N XS;STK;23,24
363;20413040;Besto Dinghy schwarz 50N S;STK;24,33
363;20413050;Besto Dinghy schwarz 50N M;STK;25,7
363;20413060;Besto Dinghy schwarz 50N L;STK;26,93
363;20413070;Besto Dinghy schwarz 50N XL;STK;27,21
363;20413080;Besto Dinghy schwarz 50N XXL;STK;28,03
364N;20421021;Besto Ski All schwarz/orange 50N XS;STK;35,15
364N;20421022;Besto Ski All schwarz/orange 50N S;STK;36,66
364N;20421023;Besto Ski All schwarz/orange 50N M;STK;38,44
364N;20421024;Besto Ski All schwarz/orange 50N L;STK;39,13
364N;20421025;Besto Ski All schwarz/orange 50N XL;STK;39,81
364N;20421026;Besto Ski All schwarz/orange 50N XXL;STK;39,95
364N;20421011;Besto Active Neo blau/schwarz 50N XS;STK;68,72
364N;20421012;Besto Active Neo blau/schwarz 50N S;STK;68,72
364N;20421013;Besto Active Neo blau/schwarz 50N M;STK;68,72
364N;20421014;Besto Active Neo blau/schwarz 50N L;STK;68,72
364N;20421015;Besto Active Neo blau/schwarz 50N XL;STK;68,72
364N;20421016;Besto Active Neo blau/schwarz 50N XXL;STK;68,72
364N;20422021;Besto Sailor All schwarz/orange 50N XS;STK;64,88
364N;20422022;Besto Sailor All schwarz/orange 50N S;STK;66,39
364N;20422023;Besto Sailor All schwarz/orange 50N M;STK;67,21
364N;20422024;Besto Sailor All schwarz/orange 50N L;STK;67,9
364N;20422025;Besto Sailor All schwarz/orange 50N XL;STK;69,54
365;20428001;Besto Fisherman S/M;STK;55,16
365;20428002;Besto Fisherman X/XL;STK;58,86
365;20428003;Besto Fisherman XXL;STK;61,05
365;20429400;Besto Hundeweste 0-4kg;STK;21,32
365;20429000;Besto Hundeweste 4-8kg;STK;21,32
365;20429008;Besto Hundeweste 8-15kg;STK;21,73
365;20429015;Besto Hundeweste 15-40kg;STK;24,19
365;20429040;Besto Hundeweste 40+kg;STK;24,61
365;20429104;Hundeweste DeLuxe 0-4kg;STK;24,06
365;20429105;Hundeweste DeLuxe 4-8kg;STK;24,47
365;20429106;Hundeweste DeLuxe 8-15kg;STK;24,74
365;20429108;Hundeweste DeLuxe 15-40kg;STK;26,93
365;20429110;Hundeweste DeLuxe 40+kg;STK;27,21
365;20400001;Talamex R-Weste 100N Baby;STK;25,56
365;20400015;Talamex R-Weste 100N Toddler;STK;26,11
365;20400020;Talamex R-Weste 100N Child;STK;26,93
365;20400030;Talamex R-Weste 100N Junior;STK;28,03
365;20400040;Talamex R-Weste 100N Small;STK;28,85
365;20400050;Talamex R-Weste 100N Medium;STK;30,77
365;20400060;Talamex R-Weste 100N Large;STK;32,28
365;20400070;Talamex R-Weste 100N XLarge;STK;32,28
366;20415020;Rettungsweste Besto MB Kind;STK;17,89
366;20415030;Rettungsweste Besto MB Junior;STK;18,99
366;20415050;Rettungsweste Besto MB Erwachsene;STK;19,4
366;20426001;Besto Rettungsweste Bebe bis 10kg;STK;33,78
366;20426002;Besto Rettungsweste Bebe 10-20kg;STK;35,29
366;20427400;Besto Tasche mit 4x100N Adult;STK;58,86
366;20427402;Besto Tasche mit 6x100N Adult;STK;80,09
366;20405005;Besto Puppenweste;STK;14,19
366;20410001;Besto Econ, gelb, 5-15kg;STK;28,58
366;20410002;Besto Econ, gelb, 15-20 kg;STK;30,09
366;20410003;Besto Econ, gelb, 20-30kg;STK;30,77
366;20410004;Besto Econ, gelb, 30-40 kg;STK;32,28
366;20410005;Besto Econ, gelb, 40-60 kg;STK;33,78
366;20410006;Besto Econ, gelb, 60-70kg;STK;35,29
366;20410007;Besto Econ, gelb, 70kg+;STK;36,39
366;20410008;Besto Econ, gelb, 70kg++;STK;36,39
366;20415120;Besto Gulf 100N Kind;STK;13,92
366;20415130;Besto Gulf 100N Junior;STK;14,47
366;20415150;Besto Gulf 100N Erwachsene;STK;14,88
367;20416002;Besto Racingbelt 100N Baby pink;STK;30,63
367;20416003;Besto Racingbelt 100N Toddler pink;STK;32,28
367;20416004;Besto Racingbelt 100N Child pink;STK;32,41
367;20416005;Besto Racingbelt 100N Junior pink;STK;35,02
367;20416000;Besto Racingbelt 100N Baby;STK;30,63
367;20416015;Besto Racingbelt 100N Toddler;STK;32,28
367;20416020;Besto Racingbelt 100N Child;STK;32,41
367;20416030;Besto Racingbelt 100N Junior;STK;35,02
367;20416040;Besto Racingbelt 100N Small;STK;36,66
367;20416050;Besto Racingbelt 100N Medium;STK;38,03
367;20416060;Besto Racingbelt 100N Large;STK;39,13
367;20416070;Besto Racingbelt 100N XLarge;STK;39,13
367;20420000;Rettungsweste Besto Rac Spez 100N B;STK;47,48
367;20420015;Rettungsweste Besto Rac Spez 100N K;STK;48,31
367;20420020;Rettungsweste Besto Rac Spez 100N K;STK;49,81
367;20420030;Rettungsweste Besto Rac Spez 100N J;STK;52,83
367;20420040;Rettungsweste Besto Rac Spez 100N S;STK;55,02
367;20420050;Rettungsweste Besto Rac Spez 100N M;STK;56,53
367;20420060;Rettungsweste Besto Rac Spez 100N L;STK;57,35
367;20420070;Rettungsweste Besto Rac Spez 100N X;STK;58,17
367;20427021;RE90021 Ersatzteilset Besto MK5 100N 24g;STK;24,61
367;20427550;Besto Automatik 100N Junior 15-40kg rot;STK;86,94
367;20427548;Besto-Automatik 100N Junior 15-40kg blau;STK;86,94
367;20427549;Besto-Automatik 100N Junior 15-40kg pink;STK;86,94
367;20427010;Auto/Harnas Junior Pro rot;STK;112
367;20427028;RE90027 Ersatzteilset Besto CX1 100N 24g;STK;24,74
369;20424114;Turn Safe Baby 45N;STK;42,14
369;20424115;Turn Safe Toddler 60N;STK;43,65
369;20424120;Turn Safe Child 75N;STK;45,98
369;20427505;Talamex Auto 150N schwarz Besto;STK;62,69
369;20427510;Talamex Auto 150N LB schwarz Besto;STK;66,94
369;20427554;Besto Comfort Fit 165N LB schwarz/grau;STK;91,19
369;20427555;Besto Comfort Fit 165N LB schwarz/grün;STK;91,19
369;20427556;Besto Comfort Fit 165N LB schwarz/blau;STK;91,19
369;20427557;Besto Comfort Fit 165N LB schwarz/pink;STK;91,19
369;20427558;Besto Comfort Fit 165N LB schwarz/orange;STK;91,19
369N;20427563;Besto Comfort Fit Pro 165N LB weiß;STK;130
369N;20427564;Besto Comfort Fit Pro 165N LB anthrazit;STK;130
369N;20427584;Besto Comfort Fit Pro 300N LB weiß;STK;151
369N;20427585;Besto Comfort Fit Pro 300N LB anthrazit;STK;151
369;20427020;RE90020 Servicekit United Moulders;STK;21,73
369;20427015;Ersatzteilset Typ 15;STK;22,69
370;20427515;Talamex Auto 275N LB schwarz Besto;STK;98,86
370;20427540;Besto Automatic 165N LB rot;STK;74,88
370;20427541;Besto Automatic 165N LB schwarz;STK;74,88
370;20427539;Besto Automatic 165N LB navy;STK;74,88
370;20427542;Besto Automatic 165N schwarz;STK;71,6
370;20427546;Besto Automatic 165N rot;STK;71,6
370;20427547;Besto Manuell 165N LB schwarz;STK;71,6
370;20427538;Besto Manuell 165N schwarz;STK;65,57
370;20427026;RE90028 Ersatzteilset Besto CX1 150/165N 33g;STK;21,87
370;20427038;RE90034 Ersatzteilset Besto CX1 190N 38g;STK;24,61
370;20427016;RE90025 Ersatzteilset Besto MK5 275/300N 60g;STK;29,67
370;20427543;Besto Manuell 165N LB rot;STK;71,6
370;20427544;Besto Manuell 165N rot;STK;65,57
371;20427027;RE90029 Ersatzteilset Besto CX1 275/300N 60g;STK;29,4
371;20427199;Besto Automatic Seafit 300N navy;STK;112
371;20427200;Besto Automatic Seafit 300N rot;STK;112
371;20427201;Besto Automatic Seafit 300N schwarz;STK;112
371;20427592;Besto SF-Extreme schwarz 300N;STK;231
371;20427601;Besto Pro Auto 300N Duo C gelb;STK;142
371;20427032;Hamar Set 60g für 275N Westen RE90041;STK;70,23
371;20427204;Besto Auto Hammar 275N rot;STK;142
372;20427035;RE90033 Ersatzteilset Besto MK5 190N 38g;STK;24,74
372;20427029;Sprayhood for Automatik-R-Westen;STK;13,78
372;20427023;Solas Retroreflective Tape 5x10cm (2);STK;4,4
372;20427593;Besto Auto Extrem Hammar 275N;STK;257
372;20425005;33g Gaspatrone für 150N Westen RD38031;STK;12,14
372;20425115;Besto Auto Cartridge UM All Weather;STK;11,04
372;20427012;Besto Clear Indicator Cartridge;STK;13,37
372;20427013;60g Gaspatrone für 275N Westen RD38035;STK;20,5
372;20427040;38g Gaspatrone für 190N Westen RD38038;STK;15,43
372;20435111;Auslösering für Rettungsweste;STK;11,45
372;20427030;Kreuzband Besto Automtic;STK;9,54
373;20427024;Flöte mit 25cm Schnur (100N-150N);STK;4,8
373;20427031;Besto UM Rettungsvestleuchte;STK;23,24
373;20613001;Lifeleine Elastic 2 Karabiner 2Action;STK;42,28
373;20427025;Solas Leuchte Besto;STK;20,08
373;20423006;Besto Lifeleine 6m 25mm 2 Augen;STK;15,56
373;20423008;Besto Lifeleine 8m 25mm 2 Augen;STK;17,89
373;20423010;Besto Lifeleine 10m 25mm 2 Augen;STK;20,91
373;20423012;Besto Lifeleine 12m 25mm 2 Augen;STK;23,24
373;20613002;Besto Lifeleine 2 Karabiner;STK;27,89
373;20613003;Besto Lifeleine 3 Karabiner;STK;32,41
373;20614000;Lifeleine elastisch Eco;PCK6;24,28
375;20121000;Talamex Rettungsleine 30m;STK;23,24
375;20140000;Rettungswurfleine 30m mit R-Halter;STK;43,51
375;20140500;Halter für Rettungswurfleine;STK;26,66
375;20613022;Besto Lifeleine 2 Karabiner 2Action;STK;35,29
375;20613023;Besto Lifeleine 3 Karabiner 2Action;STK;42,28
375;92402248;Besto Rescue System Wipe-Clean gelb;STK;68,03
375;92402249;Besto Rescue System Wipe-Clean weiß;STK;68,03
375;20121180;Talamex Rettungs-Kit;STK;77,76
376;20121050;Wurfleinenring;STK;7,8
376;20122000;Wurfleine im Container 30m;STK;39,95
376;20122001;Wurfleine im Container 20m;STK;36,11
376;20101005;Rettungsring 57x34cm rot;STK;36,25
376;20101006;Rettungsring 65x40cm rot;STK;44,2
376;20101007;Rettungsring 57x34cm blau;STK;36,25
376;20101008;Rettungsring 65x40cm blau;STK;42,96
376;20102003;Besto Hufeisen-Set Wipe-Clean orange;STK;65,71
376;20102004;Besto Hufeisen-Set Wipe-Clean gelb;STK;65,71
376;20102005;Besto Hufeisen-Set Wipe-Clean weiß;STK;65,71
376;20107003;Besto Hufeisen Wipe-Clean gelb;STK;35,7
376;20107004;Besto Hufeisen Wipe-Clean orange;STK;35,7
376;20107005;Besto Hufeisen Wipe-Clean weiß;STK;35,7
376;20108060;Rettungsring 60x34cm 1,5kg;STK;36,11
376;20110000;Rettungsring 75x45cm 2,5kg;STK;47,48
376;20110005;Rettungsring 75x45cm 2,5kg Solas;STK;53,65
376;20113000;Rettungsring 75x45cm 4,5kg Solas;STK;70,23
377;20140200;Halter für Hufeisen-Rettungsring;STK;24,61
377;20140300;Halter für runde Rettungsringe;STK;26,66
377;20124000;Rettungsringhalter rostfrei;PR;29,04
377;79128710;Konnektor für Reling 30mm;STK;13,1
377;79128720;Konnektor für Reling 32mm;STK;13,1
377;79128830;Konnektor für Reling 25mm;STK;13,1
377;22202010;Rettungs-Signalboje Vega Solas;STK;16,8
377;22203100;Halter Rettungssignal Kstoff;STK;7,5
378;19360212;Talamex Signalhorn Doppel 527mm;STK;95,98
378;19370012;Talamex Signalhorn Edelstahl 450mm;STK;57,49
378;19370001;Talamex Signalhorn 12V 400mm;STK;40,77
378;19370002;Talamex Signalhorn Doppel 463mm;STK;81,19
378;22204000;Halter Rettungssignal Edelstahl;STK;23,92
378;20142000;Leckpfropfen (10St Sort 8-38mm);STK;10,36
378;20142010;Leckpfropfen (10St Sort 5-22mm);STK;7,75
379;19360112;Signalhorn mit Kompressor 241mm;STK;107
379;19310001;Talamex Signalhorn kompakt;STK;21,73
379;19101000;Nebelhorn PVC 42cm;PCK8;4,44
379;19101050;Nebelhorn;STK;7,21
379;19101051;Nebelhorn Edelstahl;STK;18,3
379;19101052;Nebelhorn Kunststoff rot;STK;5,7
379;19211002;Signalhorn ECO;STK;20,91
379;19211003;Ersatzkartusche ECO;STK;17,89
379;19310000;Horn Elektr weiß;STK;29,81
380;19100000;Bootsmannspfeife m Messingkette;STK;9,81
380;24412000;Bootsmannstuhl mit Gurt 40x30cm;STK;53,51
380;24413000;Bootsmannstuhl;STK;54,47
380;21653001;Mobri-Radarreflektor M2;STK;49,27
380;21653002;Mobri-Radarreflektor S2;STK;45,84
380;21653003;Mobri-Radarreflektor S4;STK;68,99
380;21653007;Mobri-Radarreflektor M3 Kappe schw;STK;69,82
380;21653008;Mobri-Radarreflektor M3 Kappe weiß;STK;69,82
381;21650000;Radarreflektor Talamex 30cm;STK;17,34
381;21650001;Radarreflektor IOR 34x34x47cm;STK;20,36
381;24202001;Anker-Signalball Kst 35cm;STK;10,36
381;24202005;Motor-Signalkegel 47cm;STK;10,36
381;27102020;Flagge SB Niederlande 20x30cm;PCK5;3,78
381;27102030;Flagge SB Niederlande 30x45cm;PCK5;4,9
381;27102040;Flagge SB Niederlande 40x60cm;PCK5;6,69
381;27102050;Flagge SB Niederlande 50x75cm;PCK5;7,95
381;27102070;Flagge SB Niederlande 70x100cm;STK;14,19
381;27102080;Flagge SB Niederlande 0,8x1,2m;STK;19,54
381;27102100;Flagge SB Niederlande 1x1,5m;STK;20,91
381;27102120;Flagge SB Niederlande 1,2x1,8m;STK;28,58
381;27102150;Flagge SB Niederlande 1,5x2,25m;STK;33,65
381;27102200;Flagge SB Niederlande 2x3m;STK;58,17
381;27102225;Flagge SB Niederlande 2,25x3,5m;STK;72,56
381;27103020;Flagge SB NL Klassik 20x30cm;PCK5;3,81
381;27103030;Flagge SB NL Klassik 30x45cm;PCK5;4,88
381;27103040;Flagge SB NL Klassik 40x60cm;PCK5;6,74
381;27103050;Flagge SB NL Klassik 50x75cm;PCK5;7,95
381;27103070;Flagge SB NL Klassik 70x100cm;STK;14,19
381;27103080;Flagge SB NL Klassik 0,8x1,2m;STK;19,54
381;27103100;Flagge SB NL Klassik 1x1,5m;STK;20,91
381;27103120;Flagge SB NL Klassik 1,2x1,8m;STK;28,58
381;27103150;Flagge SB NL Klassik 1,5x2,25m;STK;33,65
381;27103200;Flagge SB NL Klassik 2x3m;STK;58,17
381;27103225;Flagge SB NL Klassik 2,25x3,5m;STK;72,56
382;27104020;Niederlande Wimpel SB 20x30cm;STK;6
382;27104025;Niederlande Wimpel SB 30x45cm;STK;7,75
382;27104040;Niederlande Wimpel SB 40x60cm;STK;9,81
382;27105020;Flagge SB Gösch 20x30cm;STK;8,85
382;27105030;Flagge SB Gösch 30x45cm;STK;10,91
382;27105040;Flagge SB Gösch 40x60cm;STK;16,11
382;27105050;Flagge SB Gösch 50x75cm;STK;25,56
382;27106250;Langwimpel Niederlande 250cm;STK;28,17
